"sample_names" "type" "species" "nmds_1" "nmds_2" "nmds_3" "nmds_4"
"1" "bib_CHUNB56555" "known" "bib" -0.161894807443482 0.0769889084225399 -0.0820738684945745 -0.0274191600615721
"2" "bib_CHUNB56918" "known" "bib" -0.117159084310781 0.0754955958057461 -0.107934734952081 0.100042701307252
"3" "bib_CHUNB57375" "known" "bib" -0.202277391241824 0.118980433227885 0.0105733584836479 -0.0438621620213502
"4" "bib_CHUNB57376" "known" "bib" -0.158161859669292 0.1033499892342 0.0433508065635379 -0.0386096000232497
"5" "bib_CHUNB57377" "known" "bib" -0.103598122960473 -0.051826683738444 -0.0450759321151818 -0.0998046016292662
"6" "bib_CHUNB57378" "known" "bib" -0.121710011403635 0.0455498653491263 0.0576052425315303 0.107603428134982
"7" "bib_CHUNB57379" "unknown" "bib" -0.0910456510764141 0.0254040416093099 0.127924038565998 -0.0177266978187778
"8" "bib_CHUNB64577" "known" "bib" -0.18200877129935 0.0944362763813387 0.0773385009568562 -0.0911976898945147
"9" "bib_CHUNB64578" "known" "bib" -0.0915435573691697 0.075149078925704 -0.063111162965367 0.0473663984830318
"10" "bib_CHUNB64579" "known" "bib" -0.00448120928301687 -0.121446034917712 -0.0224397304327266 0.038462647076627
"11" "bib_CHUNB64603" "known" "bib" -0.0697173479572065 -0.112467692239013 0.0524018487220509 0.0833447021774542
"12" "bib_CHUNB64604" "known" "bib" -0.0768614282481442 -0.0991901947147564 0.147235538906182 0.0449488119178581
"13" "bib_CHUNB64605" "known" "bib" -0.164745948357029 0.0637214977774973 -0.050359347492527 -0.0116799500885304
"14" "bib_CHUNB64606" "known" "bib" -0.0447411549055379 0.135552990729099 -0.0438997005583897 0.0617623230493416
"15" "bib_CHUNB64607" "known" "bib" -0.107055517961595 -0.0147516595524413 0.0904749522545086 0.0263294193225754
"16" "bib_CHUNB64608" "unknown" "bib" -0.153043798718926 -0.0521260778786351 0.0984317150699154 -0.00837168507505177
"17" "bib_CHUNB64609" "known" "bib" -0.107944382747011 -0.00637879094454372 -0.0428457010237246 0.0451589306994407
"18" "bib_CHUNB64610" "known" "bib" -0.0974979002348442 -0.157587394324003 0.00830171011211589 -0.0953361142649837
"19" "bib_MZUSP65628" "known" "bib" -0.0919259730425708 -0.121044405620683 -0.124259318105644 0.000966499787034127
"20" "bib_MZUSP66105" "known" "bib" -0.0919124005019885 -0.0509067389259582 -0.0915035874947464 -0.0740653599944718
"21" "bib_MZUSP78721" "known" "bib" -0.124304857196558 -0.078640793516259 -0.0549569554471623 0.0414282947557151
"22" "bib_MZUSP87592" "known" "bib" -0.0651116840549578 -0.114457447007472 -0.0769054282577673 -0.00122562409330938
"23" "bil_MCNR445" "known" "bil" 0.175519833492204 0.0376742205306512 0.00687100056773104 -0.0843734714777475
"24" "bil_MCNR522" "known" "bil" 0.236608769859096 0.0780192864765615 -0.0332796604927113 -0.0309191626516932
"25" "bil_MCNR3156" "unknown" "bil" 0.198015460049978 0.0453128831923285 0.0071979667049761 -0.0597997316633627
"26" "bil_MCNR3277" "known" "bil" 0.193835920020697 -0.0214765684748486 -0.00925155732976874 -0.0656130532233432
"27" "bil_MCNR3557" "known" "bil" 0.168421984750912 0.0388499044669255 0.00890079265488966 -0.0809521636364855
"28" "bil_MZUSP5366" "known" "bil" 0.209889613175832 0.0543023339336423 -0.0417210876812839 0.007550800619367
"29" "bil_MZUSP10410" "known" "bil" 0.079237597388393 0.0181076162135084 0.148484003604285 -0.000445750915246997
"30" "bil_MZUSP29698" "known" "bil" 0.196994849673717 -0.110614285434368 0.0065760085233698 -0.0385182009808033
"31" "bil_MZUSP39522" "known" "bil" 0.216974674264696 -0.0866051437634552 -0.0136192171127771 0.0554085903584771
"32" "bil_MZUSP42778" "known" "bil" 0.177662418369699 0.0665390527423054 -0.0153074576652563 0.0127424642877005
"33" "bil_CHUNB36170" "unknown" "bil" 0.165342507161367 -0.00569724927052223 -0.0157300518667423 0.0369658131554352
"34" "bil_CHUNB36171" "known" "bil" 0.206934092494713 0.0285697684186223 0.018570061319962 0.107795804790167
"35" "bil_CHUNB36172" "known" "bil" 0.203305139282501 0.023213416886124 0.0240369539468759 0.0520425495913006
